date,region,price_vnd_per_kg,scraped_at,source
2025-03-07,DakLak,120000,2025-11-07T01:46:32.054180,chart_data
2025-03-07,DakNong,120300,2025-11-07T01:46:32.058452,chart_data
2025-03-07,GiaLai,120000,2025-11-07T01:46:32.045534,chart_data
2025-03-07,LamDong,119000,2025-11-07T01:46:32.049797,chart_data
2025-03-08,DakLak,121200,2025-11-07T01:46:32.054186,chart_data
2025-03-08,DakNong,121500,2025-11-07T01:46:32.058458,chart_data
2025-03-08,GiaLai,121200,2025-11-07T01:46:32.045540,chart_data
2025-03-08,LamDong,120200,2025-11-07T01:46:32.049804,chart_data
2025-03-09,DakLak,121700,2025-11-07T01:46:32.054192,chart_data
2025-03-09,DakNong,122000,2025-11-07T01:46:32.058464,chart_data
2025-03-09,GiaLai,121700,2025-11-07T01:46:32.045546,chart_data
2025-03-09,LamDong,120700,2025-11-07T01:46:32.049810,chart_data
2025-03-10,DakLak,121000,2025-11-07T01:46:32.054198,chart_data
2025-03-10,DakNong,121400,2025-11-07T01:46:32.058470,chart_data
2025-03-10,GiaLai,121000,2025-11-07T01:46:32.045553,chart_data
2025-03-10,LamDong,120300,2025-11-07T01:46:32.049817,chart_data
2025-03-11,DakLak,123000,2025-11-07T01:46:32.054204,chart_data
2025-03-11,DakNong,123500,2025-11-07T01:46:32.058476,chart_data
2025-03-11,GiaLai,123000,2025-11-07T01:46:32.045560,chart_data
2025-03-11,LamDong,122300,2025-11-07T01:46:32.049824,chart_data
2025-03-12,DakLak,123600,2025-11-07T01:46:32.054210,chart_data
2025-03-12,DakNong,124100,2025-11-07T01:46:32.058482,chart_data
2025-03-12,GiaLai,123600,2025-11-07T01:46:32.045567,chart_data
2025-03-12,LamDong,122900,2025-11-07T01:46:32.049830,chart_data
2025-03-13,DakLak,123600,2025-11-07T01:46:32.054216,chart_data
2025-03-13,DakNong,124100,2025-11-07T01:46:32.058488,chart_data
2025-03-13,GiaLai,123600,2025-11-07T01:46:32.045573,chart_data
2025-03-13,LamDong,122900,2025-11-07T01:46:32.049836,chart_data
2025-03-14,DakLak,124100,2025-11-07T01:46:32.054222,chart_data
2025-03-14,DakNong,124600,2025-11-07T01:46:32.058494,chart_data
2025-03-14,GiaLai,124100,2025-11-07T01:46:32.045580,chart_data
2025-03-14,LamDong,123500,2025-11-07T01:46:32.049873,chart_data
2025-03-15,DakLak,125700,2025-11-07T01:46:32.054227,chart_data
2025-03-15,DakNong,125600,2025-11-07T01:46:32.058499,chart_data
2025-03-15,GiaLai,125700,2025-11-07T01:46:32.045586,chart_data
2025-03-15,LamDong,125100,2025-11-07T01:46:32.049880,chart_data
2025-03-16,DakLak,127700,2025-11-07T01:46:32.054233,chart_data
2025-03-16,DakNong,127600,2025-11-07T01:46:32.058506,chart_data
2025-03-16,GiaLai,127700,2025-11-07T01:46:32.045592,chart_data
2025-03-16,LamDong,127100,2025-11-07T01:46:32.049886,chart_data
2025-03-17,DakLak,126200,2025-11-07T01:46:32.054239,chart_data
2025-03-17,DakNong,126100,2025-11-07T01:46:32.058512,chart_data
2025-03-17,GiaLai,126200,2025-11-07T01:46:32.045598,chart_data
2025-03-17,LamDong,125600,2025-11-07T01:46:32.049892,chart_data
2025-03-18,DakLak,128000,2025-11-07T01:46:32.054245,chart_data
2025-03-18,DakNong,128200,2025-11-07T01:46:32.058517,chart_data
2025-03-18,GiaLai,128000,2025-11-07T01:46:32.045604,chart_data
2025-03-18,LamDong,127400,2025-11-07T01:46:32.049899,chart_data
2025-03-19,DakLak,128500,2025-11-07T01:46:32.054251,chart_data
2025-03-19,DakNong,128600,2025-11-07T01:46:32.058525,chart_data
2025-03-19,GiaLai,128500,2025-11-07T01:46:32.045611,chart_data
2025-03-19,LamDong,127900,2025-11-07T01:46:32.049921,chart_data
2025-03-20,DakLak,128500,2025-11-07T01:46:32.054257,chart_data
2025-03-20,DakNong,128600,2025-11-07T01:46:32.058531,chart_data
2025-03-20,GiaLai,128500,2025-11-07T01:46:32.045618,chart_data
2025-03-20,LamDong,127900,2025-11-07T01:46:32.049927,chart_data
2025-03-21,DakLak,128500,2025-11-07T01:46:32.054263,chart_data
2025-03-21,DakNong,128500,2025-11-07T01:46:32.058537,chart_data
2025-03-21,GiaLai,128500,2025-11-07T01:46:32.045624,chart_data
2025-03-21,LamDong,128000,2025-11-07T01:46:32.049934,chart_data
2025-03-22,DakLak,127800,2025-11-07T01:46:32.054269,chart_data
2025-03-22,DakNong,128000,2025-11-07T01:46:32.058543,chart_data
2025-03-22,GiaLai,127800,2025-11-07T01:46:32.045632,chart_data
2025-03-22,LamDong,127400,2025-11-07T01:46:32.049940,chart_data
2025-03-23,DakLak,127500,2025-11-07T01:46:32.054276,chart_data
2025-03-23,DakNong,127600,2025-11-07T01:46:32.058549,chart_data
2025-03-23,GiaLai,127500,2025-11-07T01:46:32.045638,chart_data
2025-03-23,LamDong,127000,2025-11-07T01:46:32.049946,chart_data
2025-03-24,DakLak,127600,2025-11-07T01:46:32.054282,chart_data
2025-03-24,DakNong,127600,2025-11-07T01:46:32.058555,chart_data
2025-03-24,GiaLai,127500,2025-11-07T01:46:32.045644,chart_data
2025-03-24,LamDong,127000,2025-11-07T01:46:32.049953,chart_data
2025-03-25,DakLak,125600,2025-11-07T01:46:32.054288,chart_data
2025-03-25,DakNong,125600,2025-11-07T01:46:32.058561,chart_data
2025-03-25,GiaLai,125500,2025-11-07T01:46:32.045651,chart_data
2025-03-25,LamDong,125000,2025-11-07T01:46:32.049990,chart_data
2025-03-26,DakLak,126600,2025-11-07T01:46:32.054294,chart_data
2025-03-26,DakNong,126600,2025-11-07T01:46:32.058567,chart_data
2025-03-26,GiaLai,126500,2025-11-07T01:46:32.045657,chart_data
2025-03-26,LamDong,126000,2025-11-07T01:46:32.049996,chart_data
2025-03-27,DakLak,126600,2025-11-07T01:46:32.054300,chart_data
2025-03-27,DakNong,126600,2025-11-07T01:46:32.058573,chart_data
2025-03-27,GiaLai,126500,2025-11-07T01:46:32.045663,chart_data
2025-03-27,LamDong,126000,2025-11-07T01:46:32.050017,chart_data
2025-03-28,DakLak,127000,2025-11-07T01:46:32.054306,chart_data
2025-03-28,DakNong,127200,2025-11-07T01:46:32.058578,chart_data
2025-03-28,GiaLai,127000,2025-11-07T01:46:32.045671,chart_data
2025-03-28,LamDong,126500,2025-11-07T01:46:32.050047,chart_data
2025-03-29,DakLak,128000,2025-11-07T01:46:32.054312,chart_data
2025-03-29,DakNong,128200,2025-11-07T01:46:32.058584,chart_data
2025-03-29,GiaLai,128000,2025-11-07T01:46:32.045677,chart_data
2025-03-29,LamDong,127500,2025-11-07T01:46:32.050053,chart_data
2025-03-30,DakLak,126500,2025-11-07T01:46:32.054319,chart_data
2025-03-30,DakNong,126700,2025-11-07T01:46:32.058590,chart_data
2025-03-30,GiaLai,126500,2025-11-07T01:46:32.045684,chart_data
2025-03-30,LamDong,126000,2025-11-07T01:46:32.050060,chart_data
2025-03-31,DakLak,124500,2025-11-07T01:46:32.054325,chart_data
2025-03-31,DakNong,124700,2025-11-07T01:46:32.058596,chart_data
2025-03-31,GiaLai,124500,2025-11-07T01:46:32.045690,chart_data
2025-03-31,LamDong,124000,2025-11-07T01:46:32.050066,chart_data
2025-04-01,DakLak,125300,2025-11-07T01:46:32.054331,chart_data
2025-04-01,DakNong,125500,2025-11-07T01:46:32.058602,chart_data
2025-04-01,GiaLai,125200,2025-11-07T01:46:32.045697,chart_data
2025-04-01,LamDong,124800,2025-11-07T01:46:32.050073,chart_data
2025-04-02,DakLak,123800,2025-11-07T01:46:32.054337,chart_data
2025-04-02,DakNong,124000,2025-11-07T01:46:32.058608,chart_data
2025-04-02,GiaLai,123700,2025-11-07T01:46:32.045703,chart_data
2025-04-02,LamDong,123400,2025-11-07T01:46:32.050096,chart_data
2025-04-03,DakLak,123800,2025-11-07T01:46:32.054343,chart_data
2025-04-03,DakNong,124000,2025-11-07T01:46:32.058614,chart_data
2025-04-03,GiaLai,123700,2025-11-07T01:46:32.045709,chart_data
2025-04-03,LamDong,123400,2025-11-07T01:46:32.050102,chart_data
2025-04-04,DakLak,123900,2025-11-07T01:46:32.054349,chart_data
2025-04-04,DakNong,124100,2025-11-07T01:46:32.058620,chart_data
2025-04-04,GiaLai,123800,2025-11-07T01:46:32.045716,chart_data
2025-04-04,LamDong,123500,2025-11-07T01:46:32.050108,chart_data
2025-04-05,DakLak,123400,2025-11-07T01:46:32.054355,chart_data
2025-04-05,DakNong,123600,2025-11-07T01:46:32.058627,chart_data
2025-04-05,GiaLai,123300,2025-11-07T01:46:32.045723,chart_data
2025-04-05,LamDong,123000,2025-11-07T01:46:32.050145,chart_data
2025-04-06,DakLak,123500,2025-11-07T01:46:32.054362,chart_data
2025-04-06,DakNong,123600,2025-11-07T01:46:32.058635,chart_data
2025-04-06,GiaLai,123500,2025-11-07T01:46:32.045729,chart_data
2025-04-06,LamDong,123000,2025-11-07T01:46:32.050152,chart_data
2025-04-07,DakLak,123400,2025-11-07T01:46:32.054368,chart_data
2025-04-07,DakNong,123500,2025-11-07T01:46:32.058641,chart_data
2025-04-07,GiaLai,123400,2025-11-07T01:46:32.045735,chart_data
2025-04-07,LamDong,123000,2025-11-07T01:46:32.050159,chart_data
2025-04-08,DakLak,123000,2025-11-07T01:46:32.054374,chart_data
2025-04-08,DakNong,123000,2025-11-07T01:46:32.058648,chart_data
2025-04-08,GiaLai,122900,2025-11-07T01:46:32.045742,chart_data
2025-04-08,LamDong,122600,2025-11-07T01:46:32.050165,chart_data
2025-04-09,DakLak,123000,2025-11-07T01:46:32.054380,chart_data
2025-04-09,DakNong,123100,2025-11-07T01:46:32.058654,chart_data
2025-04-09,GiaLai,123000,2025-11-07T01:46:32.045749,chart_data
2025-04-09,LamDong,122600,2025-11-07T01:46:32.050171,chart_data
2025-04-10,DakLak,123000,2025-11-07T01:46:32.054386,chart_data
2025-04-10,DakNong,123100,2025-11-07T01:46:32.058660,chart_data
2025-04-10,GiaLai,123000,2025-11-07T01:46:32.045755,chart_data
2025-04-10,LamDong,122600,2025-11-07T01:46:32.050196,chart_data
2025-04-11,DakLak,122500,2025-11-07T01:46:32.054392,chart_data
2025-04-11,DakNong,122600,2025-11-07T01:46:32.058666,chart_data
2025-04-11,GiaLai,122500,2025-11-07T01:46:32.045761,chart_data
2025-04-11,LamDong,122000,2025-11-07T01:46:32.050203,chart_data
2025-04-12,DakLak,120500,2025-11-07T01:46:32.054400,chart_data
2025-04-12,DakNong,120500,2025-11-07T01:46:32.058672,chart_data
2025-04-12,GiaLai,120500,2025-11-07T01:46:32.045769,chart_data
2025-04-12,LamDong,120000,2025-11-07T01:46:32.050209,chart_data
2025-04-13,DakLak,121000,2025-11-07T01:46:32.054406,chart_data
2025-04-13,DakNong,120800,2025-11-07T01:46:32.058678,chart_data
2025-04-13,GiaLai,120800,2025-11-07T01:46:32.045776,chart_data
2025-04-13,LamDong,120300,2025-11-07T01:46:32.050215,chart_data
2025-04-14,DakLak,122800,2025-11-07T01:46:32.054412,chart_data
2025-04-14,DakNong,122800,2025-11-07T01:46:32.058684,chart_data
2025-04-14,GiaLai,122600,2025-11-07T01:46:32.045783,chart_data
2025-04-14,LamDong,122100,2025-11-07T01:46:32.050252,chart_data
2025-04-15,DakLak,121800,2025-11-07T01:46:32.054418,chart_data
2025-04-15,DakNong,121800,2025-11-07T01:46:32.058690,chart_data
2025-04-15,GiaLai,121600,2025-11-07T01:46:32.045789,chart_data
2025-04-15,LamDong,121100,2025-11-07T01:46:32.050259,chart_data
2025-04-16,DakLak,119300,2025-11-07T01:46:32.054424,chart_data
2025-04-16,DakNong,119300,2025-11-07T01:46:32.058697,chart_data
2025-04-16,GiaLai,119100,2025-11-07T01:46:32.045795,chart_data
2025-04-16,LamDong,118600,2025-11-07T01:46:32.050265,chart_data
2025-04-17,DakLak,119300,2025-11-07T01:46:32.054430,chart_data
2025-04-17,DakNong,119300,2025-11-07T01:46:32.058703,chart_data
2025-04-17,GiaLai,119100,2025-11-07T01:46:32.045801,chart_data
2025-04-17,LamDong,118600,2025-11-07T01:46:32.050271,chart_data
2025-04-18,DakLak,118500,2025-11-07T01:46:32.054435,chart_data
2025-04-18,DakNong,118500,2025-11-07T01:46:32.058709,chart_data
2025-04-18,GiaLai,118300,2025-11-07T01:46:32.045807,chart_data
2025-04-18,LamDong,117800,2025-11-07T01:46:32.050278,chart_data
2025-04-19,DakLak,119500,2025-11-07T01:46:32.054441,chart_data
2025-04-19,DakNong,119500,2025-11-07T01:46:32.058715,chart_data
2025-04-19,GiaLai,119300,2025-11-07T01:46:32.045813,chart_data
2025-04-19,LamDong,118800,2025-11-07T01:46:32.050285,chart_data
2025-04-20,DakLak,117300,2025-11-07T01:46:32.054447,chart_data
2025-04-20,DakNong,117300,2025-11-07T01:46:32.058723,chart_data
2025-04-20,GiaLai,117100,2025-11-07T01:46:32.045820,chart_data
2025-04-20,LamDong,116600,2025-11-07T01:46:32.050308,chart_data
2025-04-21,DakLak,117600,2025-11-07T01:46:32.054453,chart_data
2025-04-21,DakNong,117600,2025-11-07T01:46:32.058730,chart_data
2025-04-21,GiaLai,117500,2025-11-07T01:46:32.045826,chart_data
2025-04-21,LamDong,116900,2025-11-07T01:46:32.050314,chart_data
2025-04-22,DakLak,117800,2025-11-07T01:46:32.054460,chart_data
2025-04-22,DakNong,117800,2025-11-07T01:46:32.058736,chart_data
2025-04-22,GiaLai,117700,2025-11-07T01:46:32.045832,chart_data
2025-04-22,LamDong,117000,2025-11-07T01:46:32.050320,chart_data
2025-04-23,DakLak,118100,2025-11-07T01:46:32.054466,chart_data
2025-04-23,DakNong,118100,2025-11-07T01:46:32.058742,chart_data
2025-04-23,GiaLai,118000,2025-11-07T01:46:32.045838,chart_data
2025-04-23,LamDong,117300,2025-11-07T01:46:32.050326,chart_data
2025-04-24,DakLak,118100,2025-11-07T01:46:32.054474,chart_data
2025-04-24,DakNong,118100,2025-11-07T01:46:32.058748,chart_data
2025-04-24,GiaLai,118000,2025-11-07T01:46:32.045844,chart_data
2025-04-24,LamDong,117300,2025-11-07T01:46:32.050334,chart_data
2025-04-25,DakLak,118000,2025-11-07T01:46:32.054481,chart_data
2025-04-25,DakNong,118000,2025-11-07T01:46:32.058754,chart_data
2025-04-25,GiaLai,117900,2025-11-07T01:46:32.045850,chart_data
2025-04-25,LamDong,117300,2025-11-07T01:46:32.050341,chart_data
2025-04-26,DakLak,118100,2025-11-07T01:46:32.054488,chart_data
2025-04-26,DakNong,118100,2025-11-07T01:46:32.058760,chart_data
2025-04-26,GiaLai,118000,2025-11-07T01:46:32.045856,chart_data
2025-04-26,LamDong,117300,2025-11-07T01:46:32.050347,chart_data
2025-04-27,DakLak,119200,2025-11-07T01:46:32.054495,chart_data
2025-04-27,DakNong,119300,2025-11-07T01:46:32.058766,chart_data
2025-04-27,GiaLai,119200,2025-11-07T01:46:32.045863,chart_data
2025-04-27,LamDong,118500,2025-11-07T01:46:32.050355,chart_data
2025-04-28,DakLak,119300,2025-11-07T01:46:32.054501,chart_data
2025-04-28,DakNong,119300,2025-11-07T01:46:32.058772,chart_data
2025-04-28,GiaLai,119300,2025-11-07T01:46:32.045869,chart_data
2025-04-28,LamDong,118500,2025-11-07T01:46:32.050361,chart_data
2025-04-29,DakLak,118300,2025-11-07T01:46:32.054507,chart_data
2025-04-29,DakNong,118300,2025-11-07T01:46:32.058778,chart_data
2025-04-29,GiaLai,118300,2025-11-07T01:46:32.045878,chart_data
2025-04-29,LamDong,117500,2025-11-07T01:46:32.050367,chart_data
2025-04-30,DakLak,119800,2025-11-07T01:46:32.054513,chart_data
2025-04-30,DakNong,119800,2025-11-07T01:46:32.058784,chart_data
2025-04-30,GiaLai,119800,2025-11-07T01:46:32.045884,chart_data
2025-04-30,LamDong,119000,2025-11-07T01:46:32.050373,chart_data
2025-05-01,DakLak,119800,2025-11-07T01:46:32.054519,chart_data
2025-05-01,DakNong,119800,2025-11-07T01:46:32.058789,chart_data
2025-05-01,GiaLai,119800,2025-11-07T01:46:32.045891,chart_data
2025-05-01,LamDong,119000,2025-11-07T01:46:32.050379,chart_data
2025-05-02,DakLak,120000,2025-11-07T01:46:32.054525,chart_data
2025-05-02,DakNong,120200,2025-11-07T01:46:32.058795,chart_data
2025-05-02,GiaLai,120000,2025-11-07T01:46:32.045897,chart_data
2025-05-02,LamDong,119200,2025-11-07T01:46:32.050385,chart_data
2025-05-03,DakLak,120200,2025-11-07T01:46:32.054531,chart_data
2025-05-03,DakNong,120400,2025-11-07T01:46:32.058801,chart_data
2025-05-03,GiaLai,120200,2025-11-07T01:46:32.045904,chart_data
2025-05-03,LamDong,119400,2025-11-07T01:46:32.050391,chart_data
2025-05-04,DakLak,121400,2025-11-07T01:46:32.054537,chart_data
2025-05-04,DakNong,121600,2025-11-07T01:46:32.058807,chart_data
2025-05-04,GiaLai,121400,2025-11-07T01:46:32.045911,chart_data
2025-05-04,LamDong,120600,2025-11-07T01:46:32.050398,chart_data
2025-05-05,DakLak,121800,2025-11-07T01:46:32.054543,chart_data
2025-05-05,DakNong,122000,2025-11-07T01:46:32.058813,chart_data
2025-05-05,GiaLai,122000,2025-11-07T01:46:32.045917,chart_data
2025-05-05,LamDong,121000,2025-11-07T01:46:32.050404,chart_data
2025-05-06,DakLak,121400,2025-11-07T01:46:32.054549,chart_data
2025-05-06,DakNong,121600,2025-11-07T01:46:32.058819,chart_data
2025-05-06,GiaLai,121600,2025-11-07T01:46:32.045923,chart_data
2025-05-06,LamDong,120600,2025-11-07T01:46:32.050410,chart_data
2025-05-07,DakLak,121900,2025-11-07T01:46:32.054555,chart_data
2025-05-07,DakNong,122100,2025-11-07T01:46:32.058826,chart_data
2025-05-07,GiaLai,121900,2025-11-07T01:46:32.045929,chart_data
2025-05-07,LamDong,121000,2025-11-07T01:46:32.050416,chart_data
2025-05-08,DakLak,121900,2025-11-07T01:46:32.054562,chart_data
2025-05-08,DakNong,122100,2025-11-07T01:46:32.058832,chart_data
2025-05-08,GiaLai,121900,2025-11-07T01:46:32.045936,chart_data
2025-05-08,LamDong,121000,2025-11-07T01:46:32.050423,chart_data
2025-05-09,DakLak,121900,2025-11-07T01:46:32.054568,chart_data
2025-05-09,DakNong,122100,2025-11-07T01:46:32.058838,chart_data
2025-05-09,GiaLai,121900,2025-11-07T01:46:32.045942,chart_data
2025-05-09,LamDong,121000,2025-11-07T01:46:32.050429,chart_data
2025-05-10,DakLak,117900,2025-11-07T01:46:32.054574,chart_data
2025-05-10,DakNong,118100,2025-11-07T01:46:32.058844,chart_data
2025-05-10,GiaLai,117800,2025-11-07T01:46:32.045948,chart_data
2025-05-10,LamDong,117000,2025-11-07T01:46:32.050435,chart_data
2025-05-11,DakLak,118100,2025-11-07T01:46:32.054580,chart_data
2025-05-11,DakNong,118300,2025-11-07T01:46:32.058850,chart_data
2025-05-11,GiaLai,118000,2025-11-07T01:46:32.045954,chart_data
2025-05-11,LamDong,117200,2025-11-07T01:46:32.050441,chart_data
2025-05-12,DakLak,120200,2025-11-07T01:46:32.054586,chart_data
2025-05-12,DakNong,120500,2025-11-07T01:46:32.058856,chart_data
2025-05-12,GiaLai,120200,2025-11-07T01:46:32.045960,chart_data
2025-05-12,LamDong,119400,2025-11-07T01:46:32.050456,chart_data
2025-05-13,DakLak,120500,2025-11-07T01:46:32.054592,chart_data
2025-05-13,DakNong,120900,2025-11-07T01:46:32.058862,chart_data
2025-05-13,GiaLai,120500,2025-11-07T01:46:32.045968,chart_data
2025-05-13,LamDong,119800,2025-11-07T01:46:32.050464,chart_data
2025-05-14,DakLak,118500,2025-11-07T01:46:32.054598,chart_data
2025-05-14,DakNong,118900,2025-11-07T01:46:32.058869,chart_data
2025-05-14,GiaLai,118500,2025-11-07T01:46:32.045974,chart_data
2025-05-14,LamDong,117800,2025-11-07T01:46:32.050471,chart_data
2025-05-15,DakLak,118500,2025-11-07T01:46:32.054603,chart_data
2025-05-15,DakNong,118900,2025-11-07T01:46:32.058875,chart_data
2025-05-15,GiaLai,118500,2025-11-07T01:46:32.045980,chart_data
2025-05-15,LamDong,117800,2025-11-07T01:46:32.050477,chart_data
2025-05-16,DakLak,118200,2025-11-07T01:46:32.054609,chart_data
2025-05-16,DakNong,118300,2025-11-07T01:46:32.058881,chart_data
2025-05-16,GiaLai,118300,2025-11-07T01:46:32.045986,chart_data
2025-05-16,LamDong,117700,2025-11-07T01:46:32.050483,chart_data
2025-05-17,DakLak,120200,2025-11-07T01:46:32.054615,chart_data
2025-05-17,DakNong,120300,2025-11-07T01:46:32.058887,chart_data
2025-05-17,GiaLai,120300,2025-11-07T01:46:32.045992,chart_data
2025-05-17,LamDong,119700,2025-11-07T01:46:32.050489,chart_data
2025-05-18,DakLak,120300,2025-11-07T01:46:32.054621,chart_data
2025-05-18,DakNong,120300,2025-11-07T01:46:32.058893,chart_data
2025-05-18,GiaLai,120300,2025-11-07T01:46:32.045998,chart_data
2025-05-18,LamDong,119800,2025-11-07T01:46:32.050495,chart_data
2025-05-19,DakLak,121500,2025-11-07T01:46:32.054628,chart_data
2025-05-19,DakNong,121500,2025-11-07T01:46:32.058899,chart_data
2025-05-19,GiaLai,121300,2025-11-07T01:46:32.046006,chart_data
2025-05-19,LamDong,121000,2025-11-07T01:46:32.050501,chart_data
2025-05-20,DakLak,122000,2025-11-07T01:46:32.054634,chart_data
2025-05-20,DakNong,122000,2025-11-07T01:46:32.058905,chart_data
2025-05-20,GiaLai,121900,2025-11-07T01:46:32.046012,chart_data
2025-05-20,LamDong,121500,2025-11-07T01:46:32.050507,chart_data
2025-05-21,DakLak,124000,2025-11-07T01:46:32.054640,chart_data
2025-05-21,DakNong,124000,2025-11-07T01:46:32.058912,chart_data
2025-05-21,GiaLai,123900,2025-11-07T01:46:32.046018,chart_data
2025-05-21,LamDong,123500,2025-11-07T01:46:32.050519,chart_data
2025-05-22,DakLak,124000,2025-11-07T01:46:32.054646,chart_data
2025-05-22,DakNong,124000,2025-11-07T01:46:32.058918,chart_data
2025-05-22,GiaLai,123900,2025-11-07T01:46:32.046024,chart_data
2025-05-22,LamDong,123500,2025-11-07T01:46:32.050525,chart_data
2025-05-23,DakLak,123800,2025-11-07T01:46:32.054652,chart_data
2025-05-23,DakNong,123800,2025-11-07T01:46:32.058924,chart_data
2025-05-23,GiaLai,123800,2025-11-07T01:46:32.046031,chart_data
2025-05-23,LamDong,123500,2025-11-07T01:46:32.050531,chart_data
2025-05-24,DakLak,123200,2025-11-07T01:46:32.054658,chart_data
2025-05-24,DakNong,123200,2025-11-07T01:46:32.058930,chart_data
2025-05-24,GiaLai,123200,2025-11-07T01:46:32.046039,chart_data
2025-05-24,LamDong,122800,2025-11-07T01:46:32.050537,chart_data
2025-05-25,DakLak,123400,2025-11-07T01:46:32.054664,chart_data
2025-05-25,DakNong,123400,2025-11-07T01:46:32.058936,chart_data
2025-05-25,GiaLai,123400,2025-11-07T01:46:32.046046,chart_data
2025-05-25,LamDong,123000,2025-11-07T01:46:32.050544,chart_data
2025-05-26,DakLak,123600,2025-11-07T01:46:32.054671,chart_data
2025-05-26,DakNong,123600,2025-11-07T01:46:32.058942,chart_data
2025-05-26,GiaLai,123500,2025-11-07T01:46:32.046053,chart_data
2025-05-26,LamDong,123200,2025-11-07T01:46:32.050550,chart_data
2025-05-27,DakLak,122100,2025-11-07T01:46:32.054677,chart_data
2025-05-27,DakNong,122100,2025-11-07T01:46:32.058948,chart_data
2025-05-27,GiaLai,122000,2025-11-07T01:46:32.046059,chart_data
2025-05-27,LamDong,121700,2025-11-07T01:46:32.050557,chart_data
2025-05-28,DakLak,120000,2025-11-07T01:46:32.054683,chart_data
2025-05-28,DakNong,120000,2025-11-07T01:46:32.058954,chart_data
2025-05-28,GiaLai,120000,2025-11-07T01:46:32.046065,chart_data
2025-05-28,LamDong,119500,2025-11-07T01:46:32.050564,chart_data
2025-05-29,DakLak,120000,2025-11-07T01:46:32.054689,chart_data
2025-05-29,DakNong,120000,2025-11-07T01:46:32.058960,chart_data
2025-05-29,GiaLai,120000,2025-11-07T01:46:32.046072,chart_data
2025-05-29,LamDong,119500,2025-11-07T01:46:32.050570,chart_data
2025-05-30,DakLak,119500,2025-11-07T01:46:32.054695,chart_data
2025-05-30,DakNong,119500,2025-11-07T01:46:32.058966,chart_data
2025-05-30,GiaLai,119500,2025-11-07T01:46:32.046078,chart_data
2025-05-30,LamDong,119000,2025-11-07T01:46:32.050576,chart_data
2025-05-31,DakLak,120700,2025-11-07T01:46:32.054701,chart_data
2025-05-31,DakNong,120700,2025-11-07T01:46:32.058972,chart_data
2025-05-31,GiaLai,120700,2025-11-07T01:46:32.046084,chart_data
2025-05-31,LamDong,120200,2025-11-07T01:46:32.050582,chart_data
2025-06-01,DakLak,120800,2025-11-07T01:46:32.054733,chart_data
2025-06-01,DakNong,120800,2025-11-07T01:46:32.058978,chart_data
2025-06-01,GiaLai,120700,2025-11-07T01:46:32.046090,chart_data
2025-06-01,LamDong,120000,2025-11-07T01:46:32.050588,chart_data
2025-06-02,DakLak,122000,2025-11-07T01:46:32.054740,chart_data
2025-06-02,DakNong,122000,2025-11-07T01:46:32.058984,chart_data
2025-06-02,GiaLai,120800,2025-11-07T01:46:32.046096,chart_data
2025-06-02,LamDong,121000,2025-11-07T01:46:32.050594,chart_data
2025-06-03,DakLak,122600,2025-11-07T01:46:32.054746,chart_data
2025-06-03,DakNong,121600,2025-11-07T01:46:32.058990,chart_data
2025-06-03,GiaLai,121400,2025-11-07T01:46:32.046103,chart_data
2025-06-03,LamDong,121600,2025-11-07T01:46:32.050600,chart_data
2025-06-04,DakLak,122100,2025-11-07T01:46:32.054752,chart_data
2025-06-04,DakNong,121200,2025-11-07T01:46:32.058996,chart_data
2025-06-04,GiaLai,121000,2025-11-07T01:46:32.046109,chart_data
2025-06-04,LamDong,121100,2025-11-07T01:46:32.050606,chart_data
2025-06-05,DakLak,122100,2025-11-07T01:46:32.054772,chart_data
2025-06-05,DakNong,121200,2025-11-07T01:46:32.059002,chart_data
2025-06-05,GiaLai,121000,2025-11-07T01:46:32.046115,chart_data
2025-06-05,LamDong,121100,2025-11-07T01:46:32.050612,chart_data
2025-06-06,DakLak,122000,2025-11-07T01:46:32.054778,chart_data
2025-06-06,DakNong,121100,2025-11-07T01:46:32.059008,chart_data
2025-06-06,GiaLai,121000,2025-11-07T01:46:32.046123,chart_data
2025-06-06,LamDong,121000,2025-11-07T01:46:32.050619,chart_data
2025-06-07,DakLak,122100,2025-11-07T01:46:32.054784,chart_data
2025-06-07,DakNong,121200,2025-11-07T01:46:32.059014,chart_data
2025-06-07,GiaLai,121000,2025-11-07T01:46:32.046130,chart_data
2025-06-07,LamDong,121100,2025-11-07T01:46:32.050625,chart_data
2025-06-08,DakLak,121700,2025-11-07T01:46:32.054825,chart_data
2025-06-08,DakNong,120800,2025-11-07T01:46:32.059021,chart_data
2025-06-08,GiaLai,120700,2025-11-07T01:46:32.046136,chart_data
2025-06-08,LamDong,120800,2025-11-07T01:46:32.050630,chart_data
2025-06-09,DakLak,117200,2025-11-07T01:46:32.054833,chart_data
2025-06-09,DakNong,116300,2025-11-07T01:46:32.059028,chart_data
2025-06-09,GiaLai,116200,2025-11-07T01:46:32.046142,chart_data
2025-06-09,LamDong,116300,2025-11-07T01:46:32.050637,chart_data
2025-06-10,DakLak,114700,2025-11-07T01:46:32.054839,chart_data
2025-06-10,DakNong,114500,2025-11-07T01:46:32.059035,chart_data
2025-06-10,GiaLai,114500,2025-11-07T01:46:32.046148,chart_data
2025-06-10,LamDong,113800,2025-11-07T01:46:32.050643,chart_data
2025-06-11,DakLak,116200,2025-11-07T01:46:32.054846,chart_data
